nama_ptn,akronim,nama_prodi,jenjang,nilai_rata_rata
UNIVERSITAS RIAU,UNRI,PENDIDIKAN SEJARAH,S1,88.8
UNIVERSITAS RIAU,UNRI,TEKNOLOGI INDUSTRI PERTANIAN,S1,88.53
UNIVERSITAS RIAU,UNRI,ILMU HUKUM,S1,88.47
UNIVERSITAS RIAU,UNRI,ILMU KOMUNIKASI,S1,88.47
UNIVERSITAS RIAU,UNRI,ARSITEKTUR,S1,88.41
UNIVERSITAS RIAU,UNRI,STATISTIKA,S1,88.27
UNIVERSITAS RIAU,UNRI,TEKNOLOGI HASIL PERTANIAN,S1,88.11
UNIVERSITAS RIAU,UNRI,PENDIDIKAN GURU SEKOLAH DASAR,S1,87.84
UNIVERSITAS RIAU,UNRI,KIMIA,S1,87.69
UNIVERSITAS RIAU,UNRI,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,S1,87.69
UNIVERSITAS RIAU,UNRI,PENDIDIKAN ANAK USIA DINI,S1,87.21
UNIVERSITAS RIAU,UNRI,KEDOKTERAN HEWAN,S1,87.14
UNIVERSITAS RIAU,UNRI,BIOLOGI,S1,86.41
UNIVERSITAS RIAU,UNRI,PENDIDIKAN KIMIA,S1,86.34
UNIVERSITAS RIAU,UNRI,PENDIDIKAN FISIKA,S1,86.23
UNIVERSITAS RIAU,UNRI,PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,86.22
UNIVERSITAS RIAU,UNRI,ILMU KELAUTAN,S1,86.14
UNIVERSITAS RIAU,UNRI,MATEMATIKA,S1,85.9
UNIVERSITAS RIAU,UNRI,MANAJEMEN SUMBERDAYA PERAIRAN,S1,85.85
UNIVERSITAS RIAU,UNRI,PENYULUHAN PERTANIAN,S1,85.83
UNIVERSITAS RIAU,UNRI,PROTEKSI TANAMAN,S1,85.78
UNIVERSITAS RIAU,UNRI,TEKNOLOGI HASIL PERIKANAN,S1,85.22
UNIVERSITAS RIAU,UNRI,PENDIDIKAN BAHASA JEPANG,S1,84.84
UNIVERSITAS RIAU,UNRI,BUDIDAYA PERAIRAN,S1,84.81
UNIVERSITAS RIAU,UNRI,FISIKA,S1,84.79
UNIVERSITAS RIAU,UNRI,PENDIDIKAN MASYARAKAT,S1,84.59
UNIVERSITAS RIAU,UNRI,PEMANFAATAN SUMBERDAYA PERIKANAN,S1,83.92
UNIVERSITAS RIAU,UNRI,AGROBISNIS PERIKANAN,S1,83.15
UNIVERSITAS SAM RATULANGI,UNSRAT,PENDIDIKAN DOKTER,S1,91.73
UNIVERSITAS SAM RATULANGI,UNSRAT,MANAJEMEN,S1,89.65
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU KEPERAWATAN,S1,89.37
UNIVERSITAS SAM RATULANGI,UNSRAT,FARMASI,S1,88.93
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU HUKUM,S1,88.66
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU KESEHATAN MASYARAKAT,S1,88.5
UNIVERSITAS SAM RATULANGI,UNSRAT,INFORMATIKA,S1,88.48
UNIVERSITAS SAM RATULANGI,UNSRAT,AKUNTANSI,S1,88.33
UNIVERSITAS SAM RATULANGI,UNSRAT,TEKNIK SIPIL,S1,88.31
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU ADMINISTRASI BISNIS,S1,88.15
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU KOMUNIKASI,S1,87.58
UNIVERSITAS SAM RATULANGI,UNSRAT,PENDIDIKAN DOKTER GIGI,S1,87.41
UNIVERSITAS SAM RATULANGI,UNSRAT,SISTEM INFORMASI,S1,87.08
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU ADMINISTRASI NEGARA,S1,86.74
UNIVERSITAS SAM RATULANGI,UNSRAT,TEKNIK INDUSTRI,S1,86.61
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU PEMERINTAHAN,S1,86.54
UNIVERSITAS SAM RATULANGI,UNSRAT,ARSITEKTUR,S1,86.17
UNIVERSITAS SAM RATULANGI,UNSRAT,SASTRA INGGRIS,S1,86.13
UNIVERSITAS SAM RATULANGI,UNSRAT,TEKNIK ELEKTRO,S1,86.1
UNIVERSITAS SAM RATULANGI,UNSRAT,AGRIBISNIS,S1,85.94
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU POLITIK,S1,85.86
UNIVERSITAS SAM RATULANGI,UNSRAT,EKONOMI PEMBANGNAN,S1,85.83
UNIVERSITAS SAM RATULANGI,UNSRAT,PERENCANAAN WILAYAH DAN KOTA,S1,85.8
UNIVERSITAS SAM RATULANGI,UNSRAT,TEKNIK PERTANIAN,S1,85.57
UNIVERSITAS SAM RATULANGI,UNSRAT,TEKNIK MESIN,S1,85.49
UNIVERSITAS SAM RATULANGI,UNSRAT,MATEMATIKA,S1,85.22
UNIVERSITAS SAM RATULANGI,UNSRAT,KIMIA,S1,85.05
UNIVERSITAS SAM RATULANGI,UNSRAT,PETERNAKAN,S1,85.05
UNIVERSITAS SAM RATULANGI,UNSRAT,TEKNIK LINGKUNGAN,S1,84.81
UNIVERSITAS SAM RATULANGI,UNSRAT,SOSIOLOGI,S1,84.75
UNIVERSITAS SAM RATULANGI,UNSRAT,KEHUTANAN,S1,84.44
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU KELAUTAN,S1,84.3
UNIVERSITAS SAM RATULANGI,UNSRAT,BIOLOGI,S1,84.25
UNIVERSITAS SAM RATULANGI,UNSRAT,SASTRA INDONESIA,S1,83.89
UNIVERSITAS SAM RATULANGI,UNSRAT,TEKNOLOGI PANGAN,S1,82.9
UNIVERSITAS SAM RATULANGI,UNSRAT,ANTROPOLOGI SOSIAL,S1,82.71
UNIVERSITAS SAM RATULANGI,UNSRAT,AGROEKOTEKNOLOGI,S1,82.48
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU SEJARAH,S1,82.46
UNIVERSITAS SAM RATULANGI,UNSRAT,MANAJEMEN SUMBERDAYA PERAIRAN,S1,82.41
UNIVERSITAS SAM RATULANGI,UNSRAT,SASTRA JERMAN,S1,82.11
UNIVERSITAS SAM RATULANGI,UNSRAT,PROTEKSI TANAMAN,S1,81.94
UNIVERSITAS SAM RATULANGI,UNSRAT,FISIKA,S1,81.7
UNIVERSITAS SAM RATULANGI,UNSRAT,AGRONOMI,S1,81.6
UNIVERSITAS SAM RATULANGI,UNSRAT,AGROBISNIS PERIKANAN,S1,81.52
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU PERPUSTAKAAN,S1,81.33
UNIVERSITAS SAM RATULANGI,UNSRAT,ILMU TANAH,S1,80.78
UNIVERSITAS SAM RATULANGI,UNSRAT,TEKNOLOGI HASIL PERIKANAN,S1,80.65
UNIVERSITAS SAM RATULANGI,UNSRAT,BUDIDAYA PERAIRAN,S1,80.43
UNIVERSITAS SAM RATULANGI,UNSRAT,PEMANFAATAN SUMBERDAYA PERIKANAN,S1,80.05
UNIVERSITAS SAMUDRA,UNSAM,EKONOMI MANAJEMEN,S1,86.69
UNIVERSITAS SAMUDRA,UNSAM,INFORMATIKA,S1,86.69
UNIVERSITAS SAMUDRA,UNSAM,HUKUM,S1,86.55
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN BAHASA INDONESIA,S1,86.4
UNIVERSITAS SAMUDRA,UNSAM,AGRIBISNIS,S1,85.92
UNIVERSITAS SAMUDRA,UNSAM,AKUNTANSI,S1,85.89
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN SEJARAH,S1,85.67
UNIVERSITAS SAMUDRA,UNSAM,AGROTEKNOLOGI,S1,85.62
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN GURU SEKOLAH DASAR,S1,85.57
UNIVERSITAS SAMUDRA,UNSAM,TEKNIK INDUSTRI,S1,84.84
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN GEOGRAFI,S1,84.41
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN JASMANI,S1,83.93
UNIVERSITAS SAMUDRA,UNSAM,TEKNIK SIPIL,S1,83.8
UNIVERSITAS SAMUDRA,UNSAM,TEKNIK MESIN,S1,83.29
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN BAHASA INGGRIS,S1,83.01
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN BIOLOGI,S1,82.83
UNIVERSITAS SAMUDRA,UNSAM,EKONOMI PEMBANGUNAN,S1,82.46
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN MATEMATIKA,S1,82.24
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN KIMIA,S1,81.74
UNIVERSITAS SAMUDRA,UNSAM,MATEMATIKA,S1,81.55
UNIVERSITAS SAMUDRA,UNSAM,BIOLOGI,S1,81.27
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN FISIKA,S1,81.24
UNIVERSITAS SAMUDRA,UNSAM,KIMIA,S1,81.11
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN VOKASIONAL SENI KULINER,S1,80.94
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,80.84
UNIVERSITAS SAMUDRA,UNSAM,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,80.7
UNIVERSITAS SAMUDRA,UNSAM,AKUAKULTUR,S1,80.57
UNIVERSITAS SAMUDRA,UNSAM,GEOFISIKA,S1,80.37
UNIVERSITAS SAMUDRA,UNSAM,FISIKA,S1,80.06
UNIVERSITAS SEBELAS MARET,UNS,FARMASI,D3,89.5
UNIVERSITAS SEBELAS MARET,UNS,TEKNIK INFORMATIKA,D3,89.4
UNIVERSITAS SEBELAS MARET,UNS,MANAJEMEN ADMINISTRASI,D3,88.66
UNIVERSITAS SEBELAS MARET,UNS,PERPAJAKAN,D3,87.88
UNIVERSITAS SEBELAS MARET,UNS,KEBIDANAN,D3,87.7
UNIVERSITAS SEBELAS MARET,UNS,USAHA PERJALANAN WISATA,D3,87.56
UNIVERSITAS SEBELAS MARET,UNS,AKUNTANSI,D3,87.44
UNIVERSITAS SEBELAS MARET,UNS,TEKNIK INFORMATIKA (KAMPUS KABUPATEN MADIUN),D3,87.3
UNIVERSITAS SEBELAS MARET,UNS,KOMUNIKASI TERAPAN,D3,86.89
UNIVERSITAS SEBELAS MARET,UNS,PERPUSTAKAAN,D3,85.81
UNIVERSITAS SEBELAS MARET,UNS,AGRIBISNIS,D3,85.6
UNIVERSITAS SEBELAS MARET,UNS,TEKNOLOGI HASIL PERTANIAN,D3,85.36
UNIVERSITAS SEBELAS MARET,UNS,AKUNTANSI (KAMPUS KABUPATEN MADIUN),D3,85.09
UNIVERSITAS SEBELAS MARET,UNS,TEKNIK KIMIA,D3,84.22
UNIVERSITAS SEBELAS MARET,UNS,BUDI DAYA TERNAK,D3,84.18
UNIVERSITAS SEBELAS MARET,UNS,KESELAMATAN DAN KESEHATAN KERJA,D4,90.13
UNIVERSITAS SEBELAS MARET,UNS,DEMOGRAFI DAN PENCATATAN SIPIL,D4,88.91
UNIVERSITAS SEBELAS MARET,UNS,PEMASARAN DIGITAL,D4,88.82
UNIVERSITAS SEBELAS MARET,UNS,PERBANKAN DAN KEUANGAN DIGITAL,D4,88.82
UNIVERSITAS SEBELAS MARET,UNS,KEPERAWATAN ANESTESIOLOGI,D4,88.4
UNIVERSITAS SEBELAS MARET,UNS,TEKNOLOGI REKAYASA MANUFAKTUR,D4,85.08
UNIVERSITAS SEBELAS MARET,UNS,BAHASA MANDARIN UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,D4,84.04
UNIVERSITAS SEBELAS MARET,UNS,KEDOKTERAN,S1,93.82
UNIVERSITAS SEBELAS MARET,UNS,INFORMATIKA,S1,92.95
UNIVERSITAS SEBELAS MARET,UNS,ILMU HUKUM,S1,91.85
UNIVERSITAS SEBELAS MARET,UNS,MANAJEMEN,S1,90.97
UNIVERSITAS SEBELAS MARET,UNS,PSIKOLOGI,S1,90.96
UNIVERSITAS SEBELAS MARET,UNS,ILMU KOMUNIKASI,S1,90.72
UNIVERSITAS SEBELAS MARET,UNS,BISNIS DIGITAL,S1,90.24
UNIVERSITAS SEBELAS MARET,UNS,TEKNIK SIPIL,S1,90.13
UNIVERSITAS SEBELAS MARET,UNS,TEKNIK INDUSTRI,S1,90.0
UNIVERSITAS SEBELAS MARET,UNS,INFORMATIKA (KAMPUS KABUPATEN KEBUMEN),S1,89.92
UNIVERSITAS SEBELAS MARET,UNS,ILMU ADMINISTRASI NEGARA,S1,89.73
UNIVERSITAS SEBELAS MARET,UNS,TEKNIK MESIN,S1,89.72
UNIVERSITAS SEBELAS MARET,UNS,ILMU DAN TEKNOLOGI PANGAN,S1,89.64
UNIVERSITAS SEBELAS MARET,UNS,EKONOMI PEMBANGUNAN,S1,89.63
UNIVERSITAS SEBELAS MARET,UNS,DESAIN KOMUNIKASI VISUAL,S1,89.62
UNIVERSITAS SEBELAS MARET,UNS,BIMBINGAN DAN KONSELING,S1,89.53
UNIVERSITAS SEBELAS MARET,UNS,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,S1,89.47
UNIVERSITAS SEBELAS MARET,UNS,ARSITEKTUR,S1,89.43
UNIVERSITAS SEBELAS MARET,UNS,SASTRA INGGRIS,S1,89.13
UNIVERSITAS SEBELAS MARET,UNS,HUBUNGAN INTERNASIONAL,S1,89.03
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN BAHASA INGGRIS,S1,88.95
UNIVERSITAS SEBELAS MARET,UNS,TEKNIK ELEKTRO,S1,88.93
UNIVERSITAS SEBELAS MARET,UNS,PETERNAKAN,S1,88.78
UNIVERSITAS SEBELAS MARET,UNS,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",S1,88.73
UNIVERSITAS SEBELAS MARET,UNS,PEND. GURU SEKOLAH DASAR (PGSD) SURAKARTA,S1,88.66
UNIVERSITAS SEBELAS MARET,UNS,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",S1,88.64
UNIVERSITAS SEBELAS MARET,UNS,SAINS DATA,S1,88.59
UNIVERSITAS SEBELAS MARET,UNS,PEND. GURU SEKOLAH DASAR (PGSD) KEBUMEN,S1,88.56
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER,S1,88.54
UNIVERSITAS SEBELAS MARET,UNS,STATISTIKA,S1,88.49
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN ADMINISTRASI PERKANTORAN,S1,88.47
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN MATEMATIKA,S1,87.99
UNIVERSITAS SEBELAS MARET,UNS,SOSIOLOGI,S1,87.82
UNIVERSITAS SEBELAS MARET,UNS,PERENCANAAN WILAYAH DAN KOTA (PWK),S1,87.79
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN EKONOMI,S1,87.78
UNIVERSITAS SEBELAS MARET,UNS,ILMU LINGKUNGAN,S1,87.76
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,87.75
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN BIOLOGI,S1,87.53
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN SEJARAH,S1,87.43
UNIVERSITAS SEBELAS MARET,UNS,PENGELOLAAN HUTAN,S1,87.43
UNIVERSITAS SEBELAS MARET,UNS,ILMU ADMINISTRASI NEGARA (KAMPUS KABUPATEN KEBUMEN),S1,87.27
UNIVERSITAS SEBELAS MARET,UNS,ILMU TANAH,S1,87.23
UNIVERSITAS SEBELAS MARET,UNS,PENYULUHAN DAN KOMUNIKASI PERTANIAN,S1,87.13
UNIVERSITAS SEBELAS MARET,UNS,TEKNOLOGI PENDIDIKAN,S1,87.08
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN SOSIOLOGI ANTROPOLOGI,S1,86.98
UNIVERSITAS SEBELAS MARET,UNS,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),S1,86.96
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN IPA,S1,86.94
UNIVERSITAS SEBELAS MARET,UNS,SASTRA ARAB,S1,86.83
UNIVERSITAS SEBELAS MARET,UNS,MATEMATIKA,S1,86.64
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN BAHASA JAWA,S1,86.47
UNIVERSITAS SEBELAS MARET,UNS,SASTRA INDONESIA,S1,86.34
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN GEOGRAFI,S1,86.14
UNIVERSITAS SEBELAS MARET,UNS,PEND. GURU PEND ANAK USIA DINI (PG-PAUD),S1,86.1
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN LUAR BIASA (PENDIDIKAN KHUSUS),S1,86.09
UNIVERSITAS SEBELAS MARET,UNS,ILMU SEJARAH,S1,85.88
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN AKUNTANSI,S1,85.83
UNIVERSITAS SEBELAS MARET,UNS,KIMIA,S1,85.79
UNIVERSITAS SEBELAS MARET,UNS,BIOLOGI,S1,85.76
UNIVERSITAS SEBELAS MARET,UNS,DESAIN INTERIOR,S1,85.73
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN KIMIA,S1,85.62
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN TEKNIK MESIN,S1,85.58
UNIVERSITAS SEBELAS MARET,UNS,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,S1,85.5
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN FISIKA,S1,84.78
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN SENI RUPA,S1,84.6
UNIVERSITAS SEBELAS MARET,UNS,FISIKA,S1,84.42
UNIVERSITAS SEBELAS MARET,UNS,PENDIDIKAN TEKNIK BANGUNAN,S1,84.41
UNIVERSITAS SEBELAS MARET,UNS,SASTRA DAERAH UNTUK SASTRA JAWA,S1,84.31
UNIVERSITAS SEBELAS MARET,UNS,DESAIN MODE,S1,84.21
UNIVERSITAS SEBELAS MARET,UNS,PROTEKSI TANAMAN,S1,84.15
UNIVERSITAS SEBELAS MARET,UNS,SENI RUPA,S1,84.11
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,KEPERAWATAN,D3,86.07
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,MANAJEMEN,S1,87.98
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,FARMASI,S1,87.96
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,TEKNIK PERTAMBANGAN,S1,87.58
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,ILMU KOMPUTER,S1,86.72
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,AKUNTANSI,S1,86.41
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,SISTEM INFORMASI,S1,86.34
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,ADMINISTRASI PUBLIK,S1,86.31
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,HUKUM,S1,86.11
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,PENDIDIKAN BAHASA INDONESIA,S1,85.73
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,85.4
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,TEKNIK SIPIL,S1,84.34
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,AGRIBISNIS,S1,83.93
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,PENDIDIKAN GEOGRAFI,S1,83.42
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,PENDIDIKAN BAHASA INGGRIS,S1,83.38
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,PENDIDIKAN MATEMATIKA,S1,83.38
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,PENDIDIKAN BIOLOGI,S1,83.11
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,PENDIDIKAN JASMANI,S1,83.06
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,EKONOMI PEMBANGUNAN,S1,83.02
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,PENDIDIKAN FISIKA,S1,82.77
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,PENDIDIKAN KIMIA,S1,82.59
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,MATEMATIKA,S1,82.46
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,AGROTEKNOLOGI,S1,82.45
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,TEKNIK MESIN,S1,81.9
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,KIMIA,S1,81.73
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,TEKNOLOGI HASIL PERTANIAN,S1,81.54
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,ILMU KELAUTAN,S1,81.3
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,ILMU PERIKANAN,S1,81.27
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,TEKNIK PERKAPALAN,S1,80.96
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,,PETERNAKAN,S1,80.05
UNIVERSITAS SILIWANGI,UNSIL,PERBANKAN DAN KEUANGAN,D3,86.05
UNIVERSITAS SILIWANGI,UNSIL,PERBANKAN DAN KEUANGAN DIGITAL,D4,88.07
UNIVERSITAS SILIWANGI,UNSIL,INFORMATIKA,S1,91.06
UNIVERSITAS SILIWANGI,UNSIL,MANAJEMEN,S1,89.69
UNIVERSITAS SILIWANGI,UNSIL,AKUNTANSI,S1,89.67
UNIVERSITAS SILIWANGI,UNSIL,KESEHATAN MASYARAKAT,S1,89.53
UNIVERSITAS SILIWANGI,UNSIL,GIZI,S1,88.81
UNIVERSITAS SILIWANGI,UNSIL,EKONOMI PEMBANGUNAN,S1,88.64
UNIVERSITAS SILIWANGI,UNSIL,PENDIDIKAN BAHASA INDONESIA,S1,88.43
UNIVERSITAS SILIWANGI,UNSIL,SISTEM INFORMASI,S1,88.42
UNIVERSITAS SILIWANGI,UNSIL,PENDIDIKAN BAHASA INGGRIS,S1,87.87
UNIVERSITAS SILIWANGI,UNSIL,ILMU POLITIK,S1,87.71
UNIVERSITAS SILIWANGI,UNSIL,AGRIBISNIS,S1,87.47
UNIVERSITAS SILIWANGI,UNSIL,TEKNIK SIPIL,S1,87.25
UNIVERSITAS SILIWANGI,UNSIL,PENDIDIKAN SEJARAH,S1,87.1
UNIVERSITAS SILIWANGI,UNSIL,EKONOMI SYARIAH,S1,86.99
UNIVERSITAS SILIWANGI,UNSIL,PENDIDIKAN JASMANI,S1,86.63
UNIVERSITAS SILIWANGI,UNSIL,PENDIDIKAN MATEMATIKA,S1,86.63
UNIVERSITAS SILIWANGI,UNSIL,PENDIDIKAN EKONOMI,S1,86.3
UNIVERSITAS SILIWANGI,UNSIL,PENDIDIKAN GEOGRAFI,S1,86.23
UNIVERSITAS SILIWANGI,UNSIL,PENDIDIKAN BIOLOGI,S1,86.19
UNIVERSITAS SILIWANGI,UNSIL,AGROTEKNOLOGI,S1,86.18
UNIVERSITAS SILIWANGI,UNSIL,PENDIDIKAN MASYARAKAT,S1,86.11
UNIVERSITAS SILIWANGI,UNSIL,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,S1,85.87
UNIVERSITAS SILIWANGI,UNSIL,TEKNIK ELEKTRO,S1,85.25
UNIVERSITAS SILIWANGI,UNSIL,PENDIDIKAN FISIKA,S1,85.23
UNIVERSITAS SILIWANGI,UNSIL,MANAJEMEN MUTU HALAL,S1,85.03
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,KEBIDANAN,D3,83.82
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,AKUNTANSI,D3,81.52
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,TEKNIK MESIN,D3,81.44
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,MANAJEMEN,S1,89.96
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,ILMU KOMUNIKASI,S1,88.3
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,FARMASI,S1,87.91
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,INFORMATIKA,S1,86.54
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,ILMU HUKUM,S1,86.4
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,TEKNIK INDUSTRI,S1,86.25
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,SISTEM INFORMASI,S1,85.58
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,GIZI,S1,84.98
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,ILMU PEMERINTAHAN,S1,84.64
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,PEND. BAHASA DAN SASTRA INDONESIA,S1,84.46
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,HUBUNGAN INTERNASIONAL,S1,84.42
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,PEND. BAHASA INGGRIS,S1,84.27
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,ADMINISTRASI RUMAH SAKIT,S1,84.1
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,TEKNIK ELEKTRO,S1,83.86
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,AGRIBISNIS,S1,83.38
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,AGROTEKNOLOGI,S1,83.33
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,PEND. MATEMATIKA,S1,83.15
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,PENDIDIKAN MASYARAKAT,S1,82.82
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,TEKNIK LINGKUNGAN,S1,82.28
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,TEKNIK KIMIA,S1,82.11
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,"PEND. JASMANI, KESEHATAN DAN REKREASI",S1,81.71
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,TEKNIK SIPIL,S1,81.66
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,ILMU KEOLAHRAGAAN,S1,81.46
UNIVERSITAS SINGAPERBANGSA KARAWANG,UNSIKA,FISIKA,S1,81.17
UNIVERSITAS SRIWIJAYA,UNSRI,TEKNIK KOMPUTER,D3,85.57
UNIVERSITAS SRIWIJAYA,UNSRI,MANAJEMEN INFORMATIKA,D3,84.4
UNIVERSITAS SRIWIJAYA,UNSRI,KESEKRETARIATAN,D3,83.61
UNIVERSITAS SRIWIJAYA,UNSRI,AKUNTANSI,D3,83.53
UNIVERSITAS SRIWIJAYA,UNSRI,KOMPUTERISASI AKUNTANSI,D3,83.11
UNIVERSITAS SRIWIJAYA,UNSRI,PENDIDIKAN DOKTER,S1,93.51
UNIVERSITAS SRIWIJAYA,UNSRI,TEKNIK PERTAMBANGAN,S1,92.21
UNIVERSITAS SRIWIJAYA,UNSRI,TEKNIK INFORMATIKA,S1,91.88
UNIVERSITAS SRIWIJAYA,UNSRI,PENDIDIKAN DOKTER GIGI,S1,90.87
