nama,jurusan_sma,nilai_sem1,nilai_sem2,nilai_sem3,nilai_sem4,nilai_sem5,rata_rata,nama_sekolah,ranking,akreditasi,indeks_sekolah,kuota_eligible,provinsi,nilai_berbobot,target_ptn,target_prodi,target_jenjang,passing_grade,daya_tampung_2026,peminat_2025,rasio_keketatan,target_lulus_snbp
Siswa_302,IPA,83.3,85.5,86.7,86.3,86.4,85.64,SMA NEGERI 03,114,B,98.3,0.25,JAWA TENGAH,84.18,UIN RADEN MAS SAID SURAKARTA,BISNIS DIGITAL,Sarjana,86.07,32,174.5,0.2013,1
Siswa_303,IPA,83.4,81.5,78.6,82.9,83.4,81.96,SMAN 2 PROBOLINGGO,978,C,85.33,0.05,JAWA TIMUR,69.94,UNIVERSITAS HALUOLEO,ILMU KESEJAHTERAAN SOSIAL,Sarjana,83.06,39,30.0,1.3,0
Siswa_304,IPS,95.4,91.8,90.6,87.7,86.9,90.48,MAN 4 JAKARTA,145,B,97.84,0.25,DKI JAKARTA,88.53,UNIVERSITAS JENDERAL SOEDIRMAN,PENDIDIKAN BAHASA JEPANG,Sarjana,83.81,48,167.0,0.2874,1
Siswa_305,IPS,86.9,86.8,87.4,91.1,91.8,88.8,SMAN 6 SURAKARTA,538,C,91.94,0.05,JAWA TENGAH,81.64,UNIVERSITAS HASANUDDIN,GEOFISIKA,Sarjana,83.14,40,165.0,0.2424,1
Siswa_306,IPS,87.2,85.7,87.3,87.9,88.1,87.24,SMAN 10 BOGOR,648,C,90.29,0.05,JAWA BARAT,78.77,UNIVERSITAS MALIKUSSALEH,AKUNTANSI,Sarjana,86.73,163,386.0,0.4223,0
Siswa_307,IPA,90.2,90.1,91.0,93.7,95.3,92.06,SMAN 113 JAKARTA,303,B,95.47,0.25,DKI JAKARTA,87.89,UNIVERSITAS NEGERI MAKASSAR,PEND. TEKNIK ELEKTRONIKA,Sarjana,84.94,22,43.0,0.5116,1
Siswa_308,IPA,86.2,86.9,90.3,91.5,91.9,89.36,SMAS YAS BANDUNG,744,C,88.84,0.05,JAWA BARAT,79.39,POLITEKNIK NEGERI PONTIANAK,BUDI DAYA IKAN (KAMPUS KAB.SUKAMARA),Diploma Tiga,86.07,6,2.0,3.0,0
Siswa_309,IPS,83.7,83.8,80.9,84.2,84.7,83.46,SMKN 1 SLAWI,881,C,86.79,0.05,JAWA TENGAH,72.43,POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN,TEKNOLOGI PEMBENIHAN IKAN,Sarjana Terapan,86.07,20,7.0,2.8571,0
Siswa_310,IPA,84.0,87.9,89.2,89.4,90.1,88.12,SMAN 1 BAE KUDUS,588,C,91.19,0.05,JAWA TENGAH,80.36,UNIVERSITAS PATTIMURA,PENJASKESREK,Sarjana,83.05,34,39.0,0.8718,0
Siswa_311,IPA,84.6,86.3,83.7,82.5,82.0,83.82,SMAN 10 BEKASI,987,C,85.2,0.05,JAWA BARAT,71.41,UNIVERSITAS HASANUDDIN,SISTEM INFORMASI,Sarjana,88.33,46,559.0,0.0823,0
Siswa_312,IPA,84.8,86.4,88.9,92.8,95.0,89.58,SMAN 1 BOJA,840,C,87.4,0.05,JAWA TENGAH,78.29,POLITEKNIK PERTANIAN NEGERI KUPANG,TEKNOLOGI PAKAN TERNAK,Sarjana Terapan,86.07,36,35.0,1.0286,0
Siswa_313,IPA,88.6,90.9,91.7,92.5,93.8,91.5,SMAN 1 KOTA MUNGKID,345,B,94.83,0.25,JAWA TENGAH,86.77,UNIVERSITAS RIAU,ILMU PEMERINTAHAN,Sarjana,90.39,63,607.0,0.1038,0
Siswa_314,IPS,85.3,84.0,85.8,87.3,88.3,86.14,SMAN 2 SANGATTA UTARA,814,C,87.79,0.05,KALIMANTAN TIMUR,75.62,POLITEKNIK NEGERI KUPANG,TEKNIK PERANCANGAN IRIGASI DAN PENANGANAN PANTAI,Sarjana Terapan,86.07,21,18.0,1.1667,0
Siswa_315,IPS,88.7,91.7,91.0,94.5,96.5,92.48,SMAN 1 CERME,964,C,85.54,0.05,JAWA TIMUR,79.11,UNIVERSITAS JAMBI,TEKNIK PERTANIAN,Sarjana,85.9,20,216.0,0.0926,0
Siswa_316,IPS,84.6,85.4,89.0,87.9,88.5,87.08,SMAN 14 BANDUNG,801,C,87.99,0.05,JAWA BARAT,76.62,UNIVERSITAS DIPONEGORO,SASTRA INDONESIA,Sarjana,87.86,44,394.0,0.1117,0
Siswa_317,IPA,85.4,87.7,90.8,93.0,94.8,90.34,MAN INSAN CENDEKIA SERPONG,1,A,100.0,0.4,BANTEN,90.34,UNIVERSITAS NEGERI MALANG,TATA BOGA,Sarjana Terapan,87.58,38,395.0,0.0962,0
Siswa_318,IPA,75.0,73.9,76.0,75.9,75.8,75.32,SMA NEGERI AGAM CENDEKIA,147,B,97.81,0.25,SUMATERA BARAT,73.67,UNIVERSITAS GADJAH MADA,ELEKTRONIKA DAN INSTRUMENTASI,Sarjana,87.63,27,185.0,0.1459,0
Siswa_319,IPA,89.6,87.5,88.2,89.0,89.2,88.7,MAN INSAN CENDEKIA SAMBAS,287,B,95.71,0.25,KALIMANTAN BARAT,84.89,UNIVERSITAS TANJUNGPURA,TEKNIK PERTAMBANGAN,Sarjana,87.32,20,391.0,0.0512,0
Siswa_320,IPA,86.7,89.4,91.5,92.7,93.6,90.78,SMAS PGRI CIBINONG,976,C,85.36,0.05,JAWA BARAT,77.49,UNIVERSITAS JEMBER,PENDIDIKAN IPA,Sarjana,88.49,55,247.0,0.2227,0
Siswa_321,IPA,90.0,91.7,91.3,89.3,89.3,90.32,SMAN 1 SAMPIT,654,C,90.2,0.05,KALIMANTAN TENGAH,81.47,UNIVERSITAS AIRLANGGA,ANTROPOLOGI,Sarjana,84.87,30,225.0,0.1333,1
Siswa_322,IPS,70.5,70.0,72.7,72.2,73.0,71.68,SMAN 38 JAKARTA,53,A,99.22,0.4,DKI JAKARTA,71.12,POLITEKNIK NEGERI BALIKPAPAN,AKUNTANSI PERPAJAKAN,Sarjana Terapan,86.07,48,144.0,0.3333,0
Siswa_323,IPS,95.4,94.7,99.0,100.0,100.0,97.82,SMA ISLAM AL-AZHAR 8,304,B,95.45,0.25,JAWA BARAT,93.37,UNIVERSITAS SINGAPERBANGSA KARAWANG,ADMINISTRASI RUMAH SAKIT,Sarjana,84.1,40,427.0,0.0937,1
Siswa_324,IPA,84.3,87.6,90.7,93.5,96.7,90.56,SMA ISLAM NURUL FIKRI,69,A,98.98,0.4,BANTEN,89.64,UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN TATA BUSANA,Sarjana,86.07,12,282.0,0.0426,0
Siswa_325,IPS,90.5,89.2,88.7,89.6,88.6,89.32,SMAS K SANTO YOSEPH DENPASAR,361,B,94.59,0.25,BALI,84.49,UIN K.H. ABDURRAHMAN WAHID PEKALONGAN,INFORMATIKA,Sarjana,86.07,61,275.0,0.2218,1
Siswa_326,IPS,79.8,84.1,85.8,87.3,87.6,84.92,SMA Negeri 3 Pekalongan,602,C,90.98,0.05,JAWA TENGAH,77.26,UNIVERSITAS MULAWARMAN,TEKNIK KIMIA,Sarjana,85.18,15,90.0,0.1667,0
Siswa_327,IPA,88.1,87.3,85.7,86.1,86.7,86.78,SMAS IT AL FIDAA,958,C,85.63,0.05,JAWA BARAT,74.31,UNIVERSITAS DIPONEGORO,TEKNIK INDUSTRI KAMPUS BATANG,Sarjana,86.07,12,174.5,0.2013,0
Siswa_328,IPS,79.7,82.0,84.2,87.9,89.9,84.74,SMAS AL-IZZAH BATU,220,B,96.71,0.25,JAWA TIMUR,81.95,UNIVERSITAS PALANGKARAYA,PEND. EKONOMI,Sarjana,82.54,23,63.0,0.3651,1
Siswa_329,IPA,81.9,82.2,84.1,84.7,85.7,83.72,SMAN 2 PEMALANG,962,C,85.57,0.05,JAWA TENGAH,71.64,UNIVERSITAS BANGKA BELITUNG,ILMU POLITIK,Sarjana,84.0,42,90.0,0.4667,1
Siswa_330,IPA,94.6,96.8,94.0,95.5,96.2,95.42,SMKN 1 KLATEN,704,C,89.44,0.05,JAWA TENGAH,85.34,UNIVERSITAS MATARAM,PERPAJAKAN,Diploma Tiga,85.75,30,164.0,0.1829,1
Siswa_331,IPA,84.0,84.0,82.6,85.9,86.2,84.54,SMAN 1 WONOAYU,966,C,85.51,0.05,JAWA TIMUR,72.29,UNIVERSITAS JEMBER,PENDIDIKAN BHS. & SASTRA INDO.,Sarjana,89.69,55,480.0,0.1146,0
Siswa_332,IPS,86.1,86.8,87.2,86.6,86.0,86.54,SMA DARUL ULUM 2 UNGGULAN BPPT,575,C,91.38,0.05,JAWA TIMUR,79.08,UNIVERSITAS CENDERAWASIH,TEKNOLOGI PANGAN,Sarjana,81.64,10,10.0,1.0,1
Siswa_333,IPA,89.4,90.4,90.8,94.9,95.9,92.28,SMAS LABORATORIUM UM,585,C,91.23,0.05,JAWA TIMUR,84.19,UIN SALATIGA,PERPUSTAKAAN DAN SAINS INFORMASI,Sarjana,86.07,78,88.0,0.8864,0
Siswa_334,IPA,87.5,86.5,85.1,83.0,81.7,84.76,SMAN 2 BALIGE,161,B,97.6,0.25,SUMATERA UTARA,82.73,POLITEKNIK NEGERI SAMBAS,TEKNIK MULTIMEDIA,Sarjana Terapan,86.07,36,153.0,0.2353,1
Siswa_335,IPA,85.8,88.2,90.0,94.3,96.5,90.96,SMAN 1 BOBOTSARI,681,C,89.79,0.05,JAWA TENGAH,81.67,UNIVERSITAS JEMBER,PENDIDIKAN GEOGRAFI,Sarjana,86.94,40,233.0,0.1717,1
Siswa_336,IPA,86.8,86.8,88.3,88.6,88.8,87.86,MAS ZAKARIA,89,A,98.68,0.4,JAWA BARAT,86.7,POLITEKNIK NEGERI LHOKSEUMAWE,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,86.07,28,23.0,1.2174,0
Siswa_337,IPS,97.0,97.6,98.2,98.7,98.3,97.96,SMAN 51 JAKARTA,688,C,89.68,0.05,DKI JAKARTA,87.85,UNIVERSITAS NEGERI YOGYAKARTA,ARSITEKTUR,Sarjana,87.51,8,232.0,0.0345,0
Siswa_338,IPS,84.7,83.7,83.2,80.4,79.4,82.28,SMA Negeri 3 Samarinda,781,C,88.29,0.05,KALIMANTAN TIMUR,72.65,UNIVERSITAS NEGERI JAKARTA,SASTRA INDONESIA,Sarjana,86.65,24,322.0,0.0745,0
Siswa_339,IPA,86.0,81.9,85.0,85.1,85.3,84.66,SMAS LABORATORIUM UM,585,C,91.23,0.05,JAWA TIMUR,77.24,UNIVERSITAS TIDAR,FARMASI,Diploma Tiga,81.51,24,369.0,0.065,0
Siswa_340,IPA,90.3,90.9,95.2,94.1,94.3,92.96,SMAS SANTA MARIA,757,C,88.65,0.05,DI YOGYAKARTA,82.41,UNIVERSITAS INDONESIA,SASTRA INDONESIA,Sarjana,87.21,16,234.0,0.0684,0
Siswa_341,IPA,90.5,96.4,96.4,96.2,96.5,95.2,SMAN 1 CIKARANG PUSAT,589,C,91.17,0.05,JAWA BARAT,86.79,UNIVERSITAS NEGERI MALANG,KEDOKTERAN,Sarjana,91.48,11,415.0,0.0265,0
Siswa_342,IPA,90.9,93.5,93.3,94.0,94.7,93.28,SMA Negeri 1 Pekalongan,159,B,97.63,0.25,JAWA TENGAH,91.07,UIN RADEN FATAH,ILMU POLITIK,Sarjana,86.07,48,115.0,0.4174,1
Siswa_343,IPA,88.2,89.2,91.1,94.1,95.3,91.58,SMAS INSAN CENDIKIA AL-MUJTABA,489,C,92.67,0.05,JAWA TENGAH,84.87,UNIVERSITAS NEGERI SEMARANG,SASTRA INGGRIS,Sarjana,87.92,39,544.0,0.0717,0
Siswa_344,IPA,79.3,79.8,80.0,81.5,81.5,80.42,SMAN 1 MERAUKE,971,C,85.44,0.05,PAPUA,68.71,UNIVERSITAS NEGERI SURABAYA,SISTEM INFORMASI,Sarjana,88.45,80,791.0,0.1011,0
Siswa_345,IPA,93.2,94.2,94.9,96.5,96.7,95.1,MAS AL IRSYAD,324,B,95.15,0.25,JAWA TENGAH,90.49,POLITEKNIK NEGERI JEMBER,TEKNIK KOMPUTER,Diploma Tiga,86.07,83,74.0,1.1216,1
Siswa_346,IPS,79.3,81.4,83.8,82.7,83.5,82.14,SMAN 3 KEDIRI,610,C,90.86,0.05,JAWA TIMUR,74.63,UIN RADEN INTAN LAMPUNG,SAINS DATA,Sarjana,86.07,80,28.0,2.8571,0
Siswa_347,IPS,86.5,85.2,82.3,81.6,79.6,83.04,SMA NEGERI 1 AMBARAWA,381,B,94.29,0.25,JAWA TENGAH,78.3,UNIVERSITAS TRUNOJOYO MADURA,PENDIDIKAN GURU ANAK USIA DINI,Sarjana,84.11,100,91.0,1.0989,1
Siswa_348,IPA,81.2,84.5,88.1,92.7,93.5,88.0,SMAN 1 MLATI,102,B,98.48,0.25,DI YOGYAKARTA,86.66,UNIVERSITAS NEGERI GORONTALO,TEKNIK KOMPUTER,Sarjana,86.17,40,192.0,0.2083,0
Siswa_349,IPA,84.7,87.1,88.3,87.8,87.7,87.12,SMAN 1 BONTANG,494,C,92.6,0.05,KALIMANTAN TIMUR,80.67,UNIVERSITAS SYIAH KUALA,AGRIBISNIS,Sarjana,87.41,48,348.0,0.1379,0
Siswa_350,IPS,86.6,89.1,89.3,93.6,94.6,90.64,SMA NEGERI 10,644,C,90.35,0.05,JAWA TENGAH,81.89,"UPN ""VETERAN"" JAWA TIMUR",AGROTEKNOLOGI,Sarjana,86.07,87,549.0,0.1585,0
Siswa_351,IPA,86.6,88.5,89.3,89.8,90.6,88.96,SMKN 1 BANYUMAS,614,C,90.8,0.05,JAWA TENGAH,80.78,UNIVERSITAS NEGERI PADANG,TEKNIK PERTAMBANGAN (NK),Sarjana,89.19,22,886.0,0.0248,0
Siswa_352,IPS,87.1,88.1,89.1,90.1,91.8,89.24,MAN 2 KOTA MALANG,19,A,99.73,0.4,JAWA TIMUR,89.0,UNIVERSITAS BRAWIJAYA,MANAJEMEN PERHOTELAN,Sarjana Terapan,87.46,58,240.0,0.2417,1
Siswa_353,IPS,93.1,95.4,93.0,96.1,97.3,94.98,SMAN 2 WONOSARI,454,C,93.2,0.05,DI YOGYAKARTA,88.52,UNIVERSITAS NEGERI PADANG,PENDIDIKAN NON FORMAL,Sarjana,84.71,45,57.0,0.7895,1
Siswa_354,IPA,87.3,89.5,93.4,97.0,98.5,93.14,SMAN 1 BOYOLANGU,482,C,92.78,0.05,JAWA TIMUR,86.42,UIN MALANG,TEKNIK ELEKTRO,Sarjana,86.07,15,23.0,0.6522,0
Siswa_355,IPA,83.8,84.1,85.2,85.9,86.2,85.04,SMA NEGERI 08,594,C,91.1,0.05,JAWA TENGAH,77.47,POLITEKNIK NEGERI BALI,AKUNTANSI,Diploma Tiga,86.07,53,136.0,0.3897,0
Siswa_356,IPS,89.8,89.7,91.6,91.8,91.3,90.84,SMAN 4 SURABAYA,397,B,94.05,0.25,JAWA TIMUR,85.44,UNIVERSITAS NEGERI MALANG,TEKNOLOGI REKAYASA PEMBANGKIT ENERGI,Sarjana Terapan,83.51,35,82.0,0.4268,1
Siswa_357,IPA,90.9,92.2,95.1,95.9,96.7,94.16,SMAN 1 KEDIRI,279,B,95.83,0.25,JAWA TIMUR,90.23,POLITEKNIK NEGERI BANJARMASIN,TEKNIK LISTRIK,Diploma Tiga,86.07,48,52.0,0.9231,1
Siswa_358,IPA,78.9,83.0,81.9,83.6,84.2,82.32,SMKN 2 BANDUNG,851,C,87.24,0.05,JAWA BARAT,71.82,UNIVERSITAS HALUOLEO,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,Sarjana,83.98,24,48.0,0.5,0
Siswa_359,IPS,88.0,86.5,88.5,91.2,92.0,89.24,SMAN 1 PANDAAN,365,B,94.53,0.25,JAWA TIMUR,84.36,UNIVERSITAS SAM RATULANGI,ILMU KELAUTAN,Sarjana,84.3,30,25.0,1.2,1
Siswa_360,IPA,88.5,86.6,87.0,88.0,87.3,87.48,SMAN 2 PURWOREJO,331,B,95.05,0.25,JAWA TENGAH,83.15,UNIVERSITAS MULAWARMAN,SASTRA INDONESIA,Sarjana,85.28,40,74.0,0.5405,1
Siswa_361,IPA,83.5,84.8,87.5,89.8,91.3,87.38,SMAN 1 BATU SANGKAR,641,C,90.39,0.05,SUMATERA BARAT,78.98,UIN RADEN MAS SAID SURAKARTA,ILMU LINGKUNGAN,Sarjana,86.07,28,86.0,0.3256,0
Siswa_362,IPS,91.9,93.0,89.7,94.0,95.6,92.84,SMAN 2 SALATIGA,344,B,94.85,0.25,JAWA TENGAH,88.06,UNIVERSITAS UDAYANA,SASTRA BALI,Sarjana,80.42,20,26.0,0.7692,1
Siswa_363,IPA,84.2,85.6,86.4,88.2,88.8,86.64,MAS AL HIKMAH 2,822,C,87.67,0.05,JAWA TENGAH,75.96,UNIVERSITAS NEGERI MEDAN,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,83.29,47,90.0,0.5222,0
Siswa_364,IPA,85.6,87.1,86.9,88.5,89.3,87.48,SMAN 2 JEMBER,455,C,93.18,0.05,JAWA TIMUR,81.51,UNIVERSITAS NEGERI MEDAN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,89.67,85,1047.0,0.0812,0
Siswa_365,IPS,84.1,84.7,86.6,84.5,85.1,85.0,SMAN 2 SURAKARTA,601,C,90.99,0.05,JAWA TENGAH,77.34,UNIVERSITAS GADJAH MADA,BAHASA DAN KEBUDAYAAN JEPANG,Sarjana,87.87,18,212.0,0.0849,0
Siswa_366,IPA,85.1,89.1,91.0,86.7,86.6,87.7,SMA NEGERI 2 WONOSOBO,725,C,89.13,0.05,JAWA TENGAH,78.17,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG,PERBANKAN DAN KEUANGAN DIGITAL,Sarjana Terapan,86.07,36,174.5,0.2013,0
Siswa_367,IPS,79.5,77.3,76.9,78.7,78.7,78.22,SMAN 1 PARIAMAN,655,C,90.18,0.05,SUMATERA BARAT,70.54,UNIVERSITAS PENDIDIKAN GANESHA,GEOGRAFI,Sarjana,83.56,60,26.0,2.3077,0
Siswa_368,IPS,77.8,77.1,76.7,77.5,77.5,77.32,SMA NEGERI 1 WATES,65,A,99.04,0.4,DI YOGYAKARTA,76.58,UNIVERSITAS NEGERI MALANG,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,85.5,45,286.0,0.1573,0
Siswa_369,IPA,93.0,93.8,94.5,94.5,94.8,94.12,SMAS IT IBNU ABBAS,76,A,98.87,0.4,JAWA TENGAH,93.06,UNIVERSITAS HASANUDDIN,TEKNOLOGI AKUAKULTUR DAN PASCA PANEN PERIKANAN,Sarjana Terapan,80.02,8,3.0,2.6667,1
Siswa_370,IPA,80.8,78.5,77.7,79.2,78.3,78.9,SMK NEGERI 1 BANTUL,711,C,89.34,0.05,DI YOGYAKARTA,70.49,UNIVERSITAS JAMBI,PEND. EKONOMI,Sarjana,86.24,35,212.0,0.1651,0
Siswa_371,IPA,80.0,80.7,83.4,84.3,85.0,82.68,SMAS REGINA PACIS SURAKARTA,143,B,97.87,0.25,JAWA TENGAH,80.92,UNIVERSITAS BENGKULU,PENDIDIKAN BAHASA INDONESIA,Sarjana,88.1,14,440.0,0.0318,0
Siswa_372,IPA,74.2,78.6,78.8,82.1,83.8,79.5,SMAN 1 SOKARAJA,917,C,86.25,0.05,JAWA TENGAH,68.57,UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN BAHASA INGGRIS,Sarjana,83.38,20,34.0,0.5882,0
Siswa_373,IPA,81.8,82.8,78.0,79.2,79.9,80.34,SMAN 1 SUMBERPUCUNG,915,C,86.28,0.05,JAWA TIMUR,69.32,UNIVERSITAS JAMBI,PEND. EKONOMI,Sarjana,86.24,35,212.0,0.1651,0
Siswa_374,IPS,78.4,79.8,80.1,79.6,80.6,79.7,SMAN BALI MANDARA,828,C,87.58,0.05,BALI,69.8,UNIVERSITAS AIRLANGGA,STATISTIKA,Sarjana,86.96,24,329.0,0.0729,0
Siswa_375,IPA,93.2,91.7,90.6,93.6,95.4,92.9,SMA NEGERI 14,605,C,90.93,0.05,JAWA TENGAH,84.47,UNIVERSITAS MATARAM,PENDIDIKAN FISIKA,Sarjana,83.55,16,93.0,0.172,0
Siswa_376,IPA,90.0,89.8,87.6,88.1,87.2,88.54,SMA GLOBAL ISLAMIC SCHOOL 2,473,C,92.91,0.05,BANTEN,82.26,UNIVERSITAS NEGERI SEMARANG,TEKNIK INFORMATIKA,Sarjana,90.62,39,1341.0,0.0291,0
Siswa_377,IPS,81.6,81.8,80.3,82.4,83.2,81.86,SMAN 11 BANDUNG,417,C,93.75,0.05,JAWA BARAT,76.74,UNIVERSITAS TANJUNGPURA,PEND. BIOLOGI,Sarjana,86.7,24,196.0,0.1224,0
Siswa_378,IPA,96.3,96.6,97.8,97.9,98.3,97.38,SMAN 64 JAKARTA,305,B,95.44,0.25,DKI JAKARTA,92.94,UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN MATEMATIKA,Sarjana,84.96,21,130.0,0.1615,1
Siswa_379,IPS,89.9,93.5,97.1,96.8,99.7,95.4,MAN SIDOARJO,736,C,88.96,0.05,JAWA TIMUR,84.87,POLITEKNIK NEGERI LHOKSEUMAWE,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,86.07,30,32.0,0.9375,1
Siswa_380,IPA,83.4,85.5,87.1,88.3,88.5,86.56,MAS NU BANAT KUDUS,497,C,92.55,0.05,JAWA TENGAH,80.11,ISI PADANG PANJANG,PENDIDIKAN VOKASIONAL TATA RIAS,Sarjana,86.07,30,94.0,0.3191,0
Siswa_381,IPA,72.5,71.3,71.1,72.1,71.4,71.68,SMAN 3 BOGOR,291,B,95.65,0.25,JAWA BARAT,68.56,UNIVERSITAS GADJAH MADA,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,89.94,29,240.0,0.1208,0
Siswa_382,IPS,96.5,97.9,99.9,100.0,100.0,98.86,SMKN 1 BALIKPAPAN,940,C,85.9,0.05,KALIMANTAN TIMUR,84.92,UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN FISIKA,Sarjana,82.72,25,41.0,0.6098,1
Siswa_383,IPS,78.1,80.0,80.1,80.6,79.3,79.62,SMAN 1 MLATI,102,B,98.48,0.25,DI YOGYAKARTA,78.41,UNIVERSITAS BENGKULU,KEDOKTERAN,Sarjana,91.39,16,475.0,0.0337,0
Siswa_384,IPS,76.8,80.1,79.7,77.0,76.6,78.04,SMAS MARDI YUANA,986,C,85.21,0.05,JAWA BARAT,66.5,POLITEKNIK NEGERI JEMBER,GIZI KLINIK,Sarjana Terapan,86.07,83,316.0,0.2627,0
Siswa_385,IPS,90.1,94.3,93.0,93.1,93.0,92.7,SMAN 1 PURI,267,B,96.01,0.25,JAWA TIMUR,89.0,UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN FISIKA,Sarjana,82.59,45,213.0,0.2113,0
Siswa_386,IPS,97.2,96.2,93.7,96.3,96.3,95.94,SMKN 1 BAWANG,867,C,87.0,0.05,JAWA TENGAH,83.47,UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN MATEMATIKA,Sarjana,87.58,72,319.0,0.2257,0
Siswa_387,IPA,91.9,91.3,91.5,91.9,92.2,91.76,SMAS IT BAITUL MUSLIM,968,C,85.48,0.05,LAMPUNG,78.44,"UPN ""VETERAN"" JAKARTA",KESEHATAN MASYARAKAT,Sarjana,86.07,42,1026.0,0.0409,0
Siswa_388,IPA,87.8,86.3,87.6,88.1,89.7,87.9,SMAN 1 GEDANGAN,622,C,90.68,0.05,JAWA TIMUR,79.71,UNIVERSITAS JENDERAL SOEDIRMAN,SASTRA INGGRIS,Sarjana,87.25,48,465.0,0.1032,0
Siswa_389,IPS,88.0,88.5,89.3,92.3,93.8,90.38,SMK NEGERI 1 JOMBANG,974,C,85.39,0.05,JAWA TIMUR,77.18,UNIVERSITAS SEBELAS MARET,INFORMATIKA,Sarjana,92.95,30,1157.0,0.0259,0
Siswa_390,IPS,89.3,91.2,91.4,90.9,90.7,90.7,SMAN 5 DENPASAR,842,C,87.37,0.05,BALI,79.24,UNIVERSITAS SUMATERA UTARA,MANAJEMEN BISNIS PARIWISATA,Sarjana Terapan,85.31,40,414.0,0.0966,0
Siswa_391,IPS,88.8,91.8,90.9,88.8,88.1,89.68,SMAN 2 PEMALANG,962,C,85.57,0.05,JAWA TENGAH,76.74,UNIVERSITAS PATTIMURA,TEKNIK INDUSTRI,Sarjana,86.06,30,92.0,0.3261,0
Siswa_392,IPA,86.4,87.3,89.5,90.1,91.1,88.88,SMAS BATIK 1 SURAKARTA,942,C,85.87,0.05,JAWA TENGAH,76.32,UNIVERSITAS TIDAR,EKONOMI PEMBANGUNAN,Sarjana,86.77,40,465.0,0.086,0
Siswa_393,IPA,85.5,85.9,84.2,84.3,83.0,84.58,SMKN 5 SURABAYA,777,C,88.35,0.05,JAWA TIMUR,74.73,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK PERTAMBANGAN,Sarjana,86.07,10,174.5,0.2013,0
Siswa_394,IPS,84.7,86.0,88.5,87.6,89.5,87.26,SMA PRADITA DIRGANTARA,3,A,99.97,0.4,JAWA TENGAH,87.23,UNIVERSITAS NEGERI MALANG,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",Sarjana,88.76,55,569.0,0.0967,1
Siswa_395,IPA,81.2,80.6,79.6,80.2,81.0,80.52,SMAN 1 MAGELANG,85,A,98.74,0.4,JAWA TENGAH,79.51,UNIVERSITAS CENDERAWASIH,MANAJEMEN PENDIDIKAN,Sarjana,83.35,25,6.0,4.1667,1
Siswa_396,IPS,83.6,88.8,88.3,90.3,91.0,88.4,SMAN 2 TANJUNGPINANG,794,C,88.09,0.05,KEPULAUAN RIAU,77.87,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN TEKNIK SIPIL & PERENCANAAN,Sarjana,84.63,16,101.0,0.1584,0
Siswa_397,IPS,76.5,74.3,72.4,73.4,71.5,73.62,SMAN 2 TUBAN,328,B,95.09,0.25,JAWA TIMUR,70.01,UIN ANTASARI BANJARMASIN,BISNIS DIGITAL,Sarjana,86.07,28,96.0,0.2917,0
Siswa_398,IPA,84.5,85.9,85.9,87.5,89.1,86.58,SMAN 1 PARE,816,C,87.76,0.05,JAWA TIMUR,75.98,UNIVERSITAS NUSA CENDANA,ILMU KOMPUTER,Sarjana,88.69,30,808.0,0.0371,0
Siswa_399,IPS,80.1,85.1,88.1,92.7,94.7,88.14,MAN 13 JAKARTA,450,C,93.26,0.05,DKI JAKARTA,82.2,UNIVERSITAS SUMATERA UTARA,SASTRA DAERAH UNTUK SASTRA MELAYU,Sarjana,83.27,38,6.0,6.3333,0
Siswa_400,IPS,79.5,80.5,82.5,82.8,84.3,81.92,SMAN 2 WONOSARI,454,C,93.2,0.05,DI YOGYAKARTA,76.35,UNIVERSITAS HALUOLEO,AGROBISNIS PERIKANAN,Sarjana,80.75,23,8.0,2.875,1
Siswa_401,IPA,85.9,86.5,89.5,91.0,90.6,88.7,SMA NEGERI 1 LENDAH,924,C,86.14,0.05,DI YOGYAKARTA,76.41,UNIVERSITAS NEGERI MEDAN,MATEMATIKA,Sarjana,85.0,46,278.0,0.1655,0
Siswa_402,IPS,92.0,92.2,94.3,94.3,94.2,93.4,SMAN 2 MRANGGEN,629,C,90.57,0.05,JAWA TENGAH,84.59,ISBI BANDUNG,DESAIN INTERIOR,Sarjana,86.07,9,59.0,0.1525,0
