nama_ptn,kode_resmi,kategori,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,portofolio,rasio_keketatan
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722015,TEKNOLOGI PAKAN TERNAK,Sarjana Terapan,50,50.0,Tidak Ada,1.0
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722016,PSDKU MANAJEMEN AGROINDUSTRI KAB. SIDOARJO,Sarjana Terapan,33,13.0,Tidak Ada,2.5385
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722017,PSDKU TEKNIK INFORMATIKA KAB. SIDOARJO,Sarjana Terapan,50,35.0,Tidak Ada,1.4286
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722018,PROMOSI KESEHATAN,Sarjana Terapan,66,89.0,Tidak Ada,0.7416
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722019,BISNIS DIGITAL,Sarjana Terapan,66,132.0,Tidak Ada,0.5
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722020,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,83,144.0,Tidak Ada,0.5764
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722021,MANAJEMEN PEMASARAN INTERNASIONAL,Sarjana Terapan,83,135.0,Tidak Ada,0.6148
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722022,DESTINASI PARIWISATA,Sarjana Terapan,66,111.0,Tidak Ada,0.5946
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722033,PSDKU MANAJEMEN AGRIBISNIS KAB. NGAWI,Sarjana Terapan,33,29.0,Tidak Ada,1.1379
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722034,PSDKU MANAJEMEN INFORMASI KESEHATAN KAB. NGAWI,Sarjana Terapan,33,60.0,Tidak Ada,0.55
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722035,PRODUKSI MEDIA KAMPUS BONDOWOSO,Sarjana Terapan,33,26.0,Tidak Ada,1.2692
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722036,PSDKU TEKNOLOGI REKAYASA PERANGKAT LUNAK KAB. SABU RAIJUA,Sarjana Terapan,33,,Tidak Ada,
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722037,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,50,,Tidak Ada,
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722038,MANAJEMEN AGRIBISNIS KAMPUS BONDOWOSO,Sarjana Terapan,33,,Tidak Ada,
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24722039,TEKNOLOGI REKAYASA PENGEMASAN,Sarjana Terapan,33,,Tidak Ada,
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24723023,MANAJEMEN AGRIBISNIS,Diploma Tiga,66,85.0,Tidak Ada,0.7765
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24723024,PRODUKSI TANAMAN HORTIKULTURA,Diploma Tiga,33,16.0,Tidak Ada,2.0625
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24723025,PRODUKSI TANAMAN PERKEBUNAN,Diploma Tiga,33,16.0,Tidak Ada,2.0625
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24723026,TEKNOLOGI INDUSTRI PANGAN,Diploma Tiga,66,42.0,Tidak Ada,1.5714
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24723027,BAHASA INGGRIS,Diploma Tiga,50,24.0,Tidak Ada,2.0833
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24723028,PRODUKSI TERNAK,Diploma Tiga,50,45.0,Tidak Ada,1.1111
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24723029,MANAJEMEN INFORMATIKA,Diploma Tiga,83,97.0,Tidak Ada,0.8557
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24723030,MANAJEMEN AGRIBISNIS (KAMPUS KAB. NGANJUK),Diploma Tiga,33,28.0,Tidak Ada,1.1786
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24723031,KETEKNIKAN PERTANIAN,Diploma Tiga,50,39.0,Tidak Ada,1.2821
POLITEKNIK NEGERI JEMBER,2472,PTN Vokasi,24723032,TEKNIK KOMPUTER,Diploma Tiga,83,74.0,Tidak Ada,1.1216
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24732001,PERKERETAAPIAN,Sarjana Terapan,36,582.0,Tidak Ada,0.0619
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24732006,AKUNTANSI PERPAJAKAN,Sarjana Terapan,41,249.0,Tidak Ada,0.1647
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24732009,TEKNOLOGI REKAYASA OTOMOTIF,Sarjana Terapan,36,138.0,Tidak Ada,0.2609
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24732010,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,23,83.0,Tidak Ada,0.2771
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24732011,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,32,134.0,Tidak Ada,0.2388
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24732012,PEMASARAN DIGITAL,Sarjana Terapan,23,134.0,Tidak Ada,0.1716
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24732013,TEKNOLOGI REKAYASA ELEKTRONIKA,Sarjana Terapan,18,57.0,Tidak Ada,0.3158
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24732014,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,18,35.0,Tidak Ada,0.5143
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24732015,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,18,70.0,Tidak Ada,0.2571
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24733002,AKUNTANSI,Diploma Tiga,41,136.0,Tidak Ada,0.3015
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24733003,TEKNOLOGI INFORMASI,Diploma Tiga,36,120.0,Tidak Ada,0.3
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24733004,TEKNIK KOMPUTER KONTROL,Diploma Tiga,36,65.0,Tidak Ada,0.5538
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24733005,BAHASA INGGRIS,Diploma Tiga,18,43.0,Tidak Ada,0.4186
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24733007,TEKNIK LISTRIK,Diploma Tiga,36,100.0,Tidak Ada,0.36
POLITEKNIK NEGERI MADIUN,2473,PTN Vokasi,24733008,ADMINISTRASI BISNIS,Diploma Tiga,36,243.0,Tidak Ada,0.1481
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742001,TEKNIK JARINGAN TELEKOMUNIKASI DIGITAL,Sarjana Terapan,46,241.0,Tidak Ada,0.1909
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742002,MANAJEMEN REKAYASA KONSTRUKSI,Sarjana Terapan,46,185.0,Tidak Ada,0.2486
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742003,SISTEM KELISTRIKAN,Sarjana Terapan,40,217.0,Tidak Ada,0.1843
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742004,TEKNIK ELEKTRONIKA,Sarjana Terapan,58,427.0,Tidak Ada,0.1358
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742005,TEKNIK INFORMATIKA,Sarjana Terapan,82,700.0,Tidak Ada,0.1171
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742006,TEKNOLOGI KIMIA INDUSTRI,Sarjana Terapan,53,284.0,Tidak Ada,0.1866
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742007,TEKNIK MESIN PRODUKSI DAN PERAWATAN,Sarjana Terapan,53,385.0,Tidak Ada,0.1377
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742008,TEKNIK OTOMOTIF ELEKTRONIK,Sarjana Terapan,43,158.0,Tidak Ada,0.2722
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742009,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,Sarjana Terapan,19,136.0,Tidak Ada,0.1397
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742010,TEKNIK ELEKTRONIKA (PSDKU KEDIRI),Sarjana Terapan,24,131.0,Tidak Ada,0.1832
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742011,TEKNIK MESIN PRODUKSI DAN PERAWATAN (PSDKU KEDIRI),Sarjana Terapan,36,153.0,Tidak Ada,0.2353
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742012,TEKNOLOGI REKAYASA OTOMOTIF (PSDKU LUMAJANG),Sarjana Terapan,24,36.0,Tidak Ada,0.6667
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742013,TEKNIK OTOMOTIF ELEKTRONIK (PSDKU PAMEKASAN),Sarjana Terapan,10,4.0,Tidak Ada,2.5
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742014,AKUNTANSI MANAJEMEN,Sarjana Terapan,77,459.0,Tidak Ada,0.1678
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742015,KEUANGAN,Sarjana Terapan,29,186.0,Tidak Ada,0.1559
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742016,MANAJEMEN PEMASARAN,Sarjana Terapan,67,306.0,Tidak Ada,0.219
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742017,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,29,162.0,Tidak Ada,0.179
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742018,PENGELOLAAN ARSIP DAN REKAMAN INFORMASI,Sarjana Terapan,19,140.0,Tidak Ada,0.1357
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742019,USAHA PERJALANAN WISATA,Sarjana Terapan,19,77.0,Tidak Ada,0.2468
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742020,KEUANGAN (PSDKU KEDIRI),Sarjana Terapan,36,239.0,Tidak Ada,0.1506
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742021,AKUNTANSI MANAJEMEN (PSDKU PAMEKASAN),Sarjana Terapan,10,12.0,Tidak Ada,0.8333
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742035,SISTEM INFORMASI BISNIS,Sarjana Terapan,62,295.0,Tidak Ada,0.2102
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24742039,BAHASA INGGRIS UNTUK INDUSTRI PARIWISATA,Sarjana Terapan,19,101.0,Tidak Ada,0.1881
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743022,TEKNOLOGI PERTAMBANGAN,Diploma Tiga,29,248.0,Tidak Ada,0.1169
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743023,TEKNIK KIMIA,Diploma Tiga,43,144.0,Tidak Ada,0.2986
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743024,"TEKNOLOGI KONSTRUKSI JALAN, JEMBATAN, DAN BANGUNAN AIR",Diploma Tiga,29,58.0,Tidak Ada,0.5
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743025,TEKNOLOGI SIPIL (KAMPUS KAB LUMAJANG),Diploma Tiga,31,42.0,Tidak Ada,0.7381
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743026,TEKNOLOGI INFORMASI (KAMPUS KAB LUMAJANG),Diploma Tiga,36,57.0,Tidak Ada,0.6316
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743027,TEKNIK LISTRIK,Diploma Tiga,31,112.0,Tidak Ada,0.2768
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743028,"AKUNTANSI, KAMPUS KEDIRI",Diploma Tiga,60,209.0,Tidak Ada,0.2871
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743029,"TEKNIK MESIN, KAMPUS KEDIRI",Diploma Tiga,52,118.0,Tidak Ada,0.4407
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743030,MANAJEMEN INFORMATIKA (KAMPUS KAB PAMEKASAN),Diploma Tiga,10,11.0,Tidak Ada,0.9091
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743031,AKUNTANSI (KAMPUS KAB LUMAJANG),Diploma Tiga,36,48.0,Tidak Ada,0.75
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743032,ADMINISTRASI BISNIS,Diploma Tiga,58,248.0,Tidak Ada,0.2339
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743033,AKUNTANSI,Diploma Tiga,48,155.0,Tidak Ada,0.3097
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743034,"MANAJEMEN INFORMATIKA, KAMPUS KEDIRI",Diploma Tiga,60,179.0,Tidak Ada,0.3352
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743036,TEKNIK MESIN,Diploma Tiga,67,386.0,Tidak Ada,0.1736
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743037,TEKNIK SIPIL,Diploma Tiga,30,222.0,Tidak Ada,0.1351
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743041,TEKNIK TELEKOMUNIKASI,Diploma Tiga,32,65.0,Tidak Ada,0.4923
POLITEKNIK NEGERI MALANG,2474,PTN Vokasi,24743042,TEKNOLOGI PEMELIHARAAN PESAWAT UDARA,Diploma Tiga,15,,Tidak Ada,
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812001,TEKNIK KESELAMATAN DAN KESEHATAN KERJA,Sarjana Terapan,94,966.0,Tidak Ada,0.0973
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812002,TEKNIK DESAIN DAN MANUFAKTUR,Sarjana Terapan,36,150.0,Tidak Ada,0.24
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812003,TEKNIK PENGELASAN,Sarjana Terapan,36,298.0,Tidak Ada,0.1208
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812004,TEKNIK PERPIPAAN,Sarjana Terapan,49,149.0,Tidak Ada,0.3289
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812005,TEKNIK OTOMASI,Sarjana Terapan,49,178.0,Tidak Ada,0.2753
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812006,TEKNIK PENGOLAHAN LIMBAH,Sarjana Terapan,49,227.0,Tidak Ada,0.2159
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812008,TEKNIK PERANCANGAN DAN KONSTRUKSI KAPAL,Sarjana Terapan,41,162.0,Tidak Ada,0.2531
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812009,TEKNIK PERMESINAN KAPAL,Sarjana Terapan,41,276.0,Tidak Ada,0.1486
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812010,TEKNIK KELISTRIKAN KAPAL,Sarjana Terapan,41,199.0,Tidak Ada,0.206
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812011,MANAJEMEN BISNIS,Sarjana Terapan,75,289.0,Tidak Ada,0.2595
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812016,TEKNOLOGI REKAYASA ENERGI BERKELANJUTAN,Sarjana Terapan,22,84.0,Tidak Ada,0.2619
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812017,TEKNOLOGI REKAYASA KONSTRUKSI PERKAPALAN,Sarjana Terapan,22,47.0,Tidak Ada,0.4681
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24812018,TEKNOLOGI REKAYASA INSTRUMENTASI,Sarjana Terapan,9,,Tidak Ada,
POLITEKNIK PERKAPALAN NEGERI SURABAYA,2481,PTN Vokasi,24813015,TEKNIK BANGUNAN KAPAL,Diploma Tiga,27,35.0,Tidak Ada,0.7714
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822001,TEKNIK ELEKTRONIKA,Sarjana Terapan,45,436.0,Tidak Ada,0.1032
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822002,TEKNIK TELEKOMUNIKASI,Sarjana Terapan,36,183.0,Tidak Ada,0.1967
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822003,TEKNIK ELEKTRO INDUSTRI,Sarjana Terapan,36,482.0,Tidak Ada,0.0747
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822004,TEKNIK INFORMATIKA,Sarjana Terapan,36,548.0,Tidak Ada,0.0657
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822005,TEKNIK KOMPUTER,Sarjana Terapan,36,303.0,Tidak Ada,0.1188
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822006,TEKNIK MEKATRONIKA,Sarjana Terapan,36,236.0,Tidak Ada,0.1525
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822007,SISTEM PEMBANGKIT ENERGI,Sarjana Terapan,36,216.0,Tidak Ada,0.1667
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822008,TEKNOLOGI GAME,Sarjana Terapan,36,161.0,Tidak Ada,0.2236
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822009,TEKNOLOGI REKAYASA INTERNET,Sarjana Terapan,31,179.0,Tidak Ada,0.1732
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822010,TEKNOLOGI REKAYASA MULTIMEDIA,Sarjana Terapan,31,162.0,Tidak Ada,0.1914
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822011,SAINS DATA TERAPAN,Sarjana Terapan,31,211.0,Tidak Ada,0.1469
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822022,BISNIS DIGITAL,Sarjana Terapan,27,,Tidak Ada,
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822023,TEKNOLOGI REKAYASA PERANCANGAN MANUFAKTUR,Sarjana Terapan,18,,Tidak Ada,
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24822024,TEKNOLOGI REKAYASA KESELAMATAN,Sarjana Terapan,18,,Tidak Ada,
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24823012,TEKNOLOGI MULTIMEDIA BROADCASTING (KAMPUS KAB LAMONGAN),Diploma Tiga,13,12.0,Tidak Ada,1.0833
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24823015,TEKNIK INFORMATIKA (KAMPUS KAB SUMENEP),Diploma Tiga,9,9.0,Tidak Ada,1.0
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24823017,TEKNOLOGI MULTIMEDIA BROADCASTING (KAMPUS KAB. SUMENEP),Diploma Tiga,9,8.0,Tidak Ada,1.125
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24823018,TEKNIK INFORMATIKA (KAMPUS KAB LAMONGAN),Diploma Tiga,18,28.0,Tidak Ada,0.6429
POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),2482,PTN Vokasi,24823019,TEKNOLOGI MULTIMEDIA DAN BROADCASTING,Diploma Tiga,18,77.0,Tidak Ada,0.2338
POLITEKNIK NEGERI MADURA,2483,PTN Vokasi,24832005,TEKNOLOGI REKAYASA KESELAMATAN,Sarjana Terapan,35,58.0,Tidak Ada,0.6034
POLITEKNIK NEGERI MADURA,2483,PTN Vokasi,24832006,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,15,7.0,Tidak Ada,2.1429
POLITEKNIK NEGERI MADURA,2483,PTN Vokasi,24832007,PROMOSI KESEHATAN,Sarjana Terapan,35,90.0,Tidak Ada,0.3889
POLITEKNIK NEGERI MADURA,2483,PTN Vokasi,24832008,TEKNOLOGI REKAYASA INFORMATIKA INDUSTRI,Sarjana Terapan,30,,Tidak Ada,
POLITEKNIK NEGERI MADURA,2483,PTN Vokasi,24833001,TEKNIK MESIN ALAT BERAT,Diploma Tiga,35,60.0,Tidak Ada,0.5833
POLITEKNIK NEGERI MADURA,2483,PTN Vokasi,24833002,TEKNIK LISTRIK INDUSTRI,Diploma Tiga,30,38.0,Tidak Ada,0.7895
POLITEKNIK NEGERI MADURA,2483,PTN Vokasi,24833003,TEKNIK BANGUNAN KAPAL,Diploma Tiga,30,24.0,Tidak Ada,1.25
POLITEKNIK NEGERI MADURA,2483,PTN Vokasi,24833004,KEPERAWATAN,Diploma Tiga,75,259.0,Tidak Ada,0.2896
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152001,PERENCANAAN PERUMAHAN & PEMUKIMAN,Sarjana Terapan,35,75.0,Tidak Ada,0.4667
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152002,TEKNIK MESIN,Sarjana Terapan,23,114.0,Tidak Ada,0.2018
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152003,MANAJEMEN PERKEBUNAN,Sarjana Terapan,24,61.0,Tidak Ada,0.3934
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152004,BUDIDAYA TANAMAN PERKEBUNAN,Sarjana Terapan,24,43.0,Tidak Ada,0.5581
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152005,DESAIN KAWASAN BINAAN,Sarjana Terapan,15,7.0,Tidak Ada,2.1429
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152006,ARSITEKTUR BANGUNAN GEDUNG,Sarjana Terapan,30,29.0,Tidak Ada,1.0345
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152007,ADMINISTRASI NEGARA,Sarjana Terapan,45,294.0,Tidak Ada,0.1531
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152008,ADMINISTRASI BISNIS OTOMOTIF,Sarjana Terapan,23,41.0,Tidak Ada,0.561
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152009,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,55,134.0,Tidak Ada,0.4104
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152013,PENGOLAHAN HASIL PERKEBUNAN TERPADU,Sarjana Terapan,30,34.0,Tidak Ada,0.8824
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152027,TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA,Sarjana Terapan,21,51.0,Tidak Ada,0.4118
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152028,PENGELOLAAN USAHA REKREASI,Sarjana Terapan,15,12.0,Tidak Ada,1.25
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152029,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,Sarjana Terapan,20,20.0,Tidak Ada,1.0
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152032,AKUNTANSI SEKTOR PUBLIK (KAMPUS KAB.SUKAMARA),Sarjana Terapan,15,1.0,Tidak Ada,15.0
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152033,PENGOLAHAN DAN PENYIMPANAN HASIL PERIKANAN,Sarjana Terapan,12,10.0,Tidak Ada,1.2
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152034,AKUNTANSI PERPAJAKAN,Sarjana Terapan,18,93.0,Tidak Ada,0.1935
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25152035,PERBANKAN DAN KEUANGAN DIGITAL,Sarjana Terapan,18,47.0,Tidak Ada,0.383
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153010,BUDIDAYA PERIKANAN,Diploma Tiga,18,11.0,Tidak Ada,1.6364
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153011,TEKNOLOGI BUDIDAYA PERIKANAN K. KAB. KAPUAS HULU,Diploma Tiga,6,3.0,Tidak Ada,2.0
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153012,PENGELOLAAN HASIL PERKEBUNAN (KAMPUS KAB. SANGGAU),Diploma Tiga,15,9.0,Tidak Ada,1.6667
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153014,TEKNIK INFORMATIKA,Diploma Tiga,37,161.0,Tidak Ada,0.2298
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153015,TEKNIK LISTRIK,Diploma Tiga,21,80.0,Tidak Ada,0.2625
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153016,ADMINISTRASI BISNIS,Diploma Tiga,45,242.0,Tidak Ada,0.186
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153018,ARSITEKTUR,Diploma Tiga,30,42.0,Tidak Ada,0.7143
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153019,AKUNTANSI (KAMPUS KAB. SANGGAU),Diploma Tiga,23,18.0,Tidak Ada,1.2778
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153020,AKUNTANSI,Diploma Tiga,52,139.0,Tidak Ada,0.3741
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153021,TEKNIK SIPIL,Diploma Tiga,38,101.0,Tidak Ada,0.3762
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153022,TEKNIK SIPIL K. KAB. KAPUAS HULU,Diploma Tiga,23,5.0,Tidak Ada,4.6
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153023,"TEKNOLOGI PENGOLAHAN HASIL PERKEBUNAN K, KAB KAPUAS HULU",Diploma Tiga,15,5.0,Tidak Ada,3.0
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153025,TEKNOLOGI PENANGKAPAN IKAN,Diploma Tiga,12,3.0,Tidak Ada,4.0
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153026,TEKNOLOGI MESIN (KAMPUS KAB. SANGGAU),Diploma Tiga,8,3.0,Tidak Ada,2.6667
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153030,BUDI DAYA IKAN (KAMPUS KAB.SUKAMARA),Diploma Tiga,6,2.0,Tidak Ada,3.0
POLITEKNIK NEGERI PONTIANAK,2515,PTN Vokasi,25153031,TEKNOLOGI INFORMASI (KAMPUS KAB.SUKAMARA),Diploma Tiga,10,2.0,Tidak Ada,5.0
POLITEKNIK NEGERI KETAPANG,2516,PTN Vokasi,25162001,TEKNOLOGI PRODUKSI TANAMAN PERKEBUNAN,Sarjana Terapan,18,68.0,Tidak Ada,0.2647
POLITEKNIK NEGERI KETAPANG,2516,PTN Vokasi,25162002,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,Sarjana Terapan,27,32.0,Tidak Ada,0.8438
